Reading No;Time;Type;Duration;Units;Sequence;Flags;SAMPLE;LOCATION;INSPECTOR;MISC;NOTE;User Login;Alloy1;Alloy2;HEAT;LOT;BATCH;Mo;Mo Error;Zr;Zr Error;Sr;Sr Error;U;U Error;Rb;Rb Error;Th;Th Error;Pb;Pb Error;Se;Se Error;As;As Error;Hg;Hg Error;Au;Au Error;Zn;Zn Error;W;W Error;Cu;Cu Error;Ni;Ni Error;Co;Co Error;Fe;Fe Error;Mn;Mn Error;Cr;Cr Error;V;V Error;Ti;Ti Error;Sc;Sc Error;Ca;Ca Error;K;K Error;S;S Error;Ba;Ba Error;Cs;Cs Error;Te;Te Error;Sb;Sb Error;Sn;Sn Error;Cd;Cd Error;Ag;Ag Error;Pd;Pd Error;Ce;Ce Error;La;La Error;Bal;Bal Error;Nb;Nb Error;Y;Y Error;Bi;Bi Error;Re;Re Error;Ta;Ta Error;Hf;Hf Error;Al;Al Error;P;P Error;Si;Si Error;Cl;Cl Error;Mg;Mg Error;Ru;Ru Error
267;04.10.2023 16:24;TestAll Geo;330,29;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;184,91;3,15;150,9;2,69;<LOD;3,25;35,3;1,77;2,46;0,55;10,17;2,76;<LOD;1,68;4,13;2,26;<LOD;29,96;0,36;0,14;72,88;6,18;<LOD;32,3;31,27;8,45;99,14;15,96;<LOD;98,35;40440,12;199,25;499,83;37,32;94,48;9,64;170,51;7,03;5005,56;46,68;<LOD;1,99;5636,15;66,49;9314,44;116,13;533,28;87,26;1401,96;30,36;93,86;9,46;513,26;17,77;77,27;7,2;<LOD;0,79;<LOD;6,85;<LOD;3,94;47,72;6,3;320,12;23,78;185,84;19,25;599866,25;2445,55;13,8;1,48;23,22;1,49;<LOD;34,63;<LOD;1,5;<LOD;1,5;<LOD;1,5;102718,56;1236,29;17017,25;163,04;204935,53;935,55;4098,69;43,79;<LOD;1582,05;;
268;04.10.2023 16:33;TestAll Geo;330,11;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;304,44;4,02;95,48;2,35;<LOD;3,54;40,57;2,03;6,73;0,74;18,44;3,3;<LOD;2,12;5,81;2,7;<LOD;34,27;0,51;0,16;28,58;5,59;<LOD;37,05;23,11;9,34;92,9;17,73;<LOD;92,96;41906,39;216,12;227,96;34,41;157,61;8,42;148,82;7,53;4851,48;49,27;<LOD;1,22;2325,81;40,18;5600,27;83,92;326,16;66,9;572,11;27,79;<LOD;14,35;420,43;18,24;44,92;7,39;<LOD;0,83;<LOD;7,81;<LOD;4,42;38,76;6,55;259,02;25,05;167,29;20,62;511496,97;2943,31;24,44;1,76;27,94;1,71;<LOD;46,26;<LOD;1,5;<LOD;1,5;<LOD;1,5;141114,94;1568,02;212,76;64,01;275684,91;1250,3;3286,04;43,4;<LOD;1605,92;;
269;04.10.2023 16:44;TestAll Geo;330,01;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;391,15;6,24;96,06;2,7;<LOD;300000;45,23;2,42;<LOD;216,08;16,74;3,98;<LOD;2,72;<LOD;7,17;<LOD;39,49;<LOD;300000;34,16;7,44;<LOD;300000;<LOD;19;<LOD;37,92;<LOD;120,04;49004,73;342,53;<LOD;72,51;135,47;6,97;147,68;8,1;3733,18;39,77;1,47;0,69;1981,6;33,81;4635,24;71,09;345;58,58;469,2;31,39;<LOD;16,33;376,39;20,64;34,59;8,4;<LOD;0,92;<LOD;9,17;<LOD;5,38;39,12;7,59;254,17;28,75;155,57;23,54;476716,53;3457,55;26,98;1,99;27,93;1,91;<LOD;52,6;<LOD;1,5;<LOD;1,5;<LOD;1,5;151183,95;1815,56;<LOD;111,74;293782,09;1347,94;4591,26;56,25;<LOD;1941,45;;
270;04.10.2023 16:52;TestAll Geo;330,02;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;333,24;3,95;92,72;2,19;<LOD;3,44;40,37;1,93;5,94;0,68;19,39;3,14;<LOD;1,77;4,89;2,54;<LOD;30,89;0,24;0,14;21,2;5,02;<LOD;32,71;<LOD;13,42;<LOD;27,68;<LOD;100,97;44164,95;210,14;273,52;33,72;197,68;11,03;134,71;7,36;7004,05;57,27;3,07;1,16;3411,38;56,03;8227,16;114,18;365,83;85,33;624,32;24,52;<LOD;12,68;439,28;16,05;62,17;6,59;<LOD;0,72;<LOD;6,7;<LOD;3,93;37,66;5,68;269,18;22,39;179,11;18,48;592182,5;2364,74;24,43;1,65;27,12;1,6;<LOD;41,74;<LOD;1,5;<LOD;1,5;<LOD;1,5;107409,55;1214,91;2416,25;72;225100,17;998,69;2405,13;34,29;<LOD;1355,82;;
271;04.10.2023 16:58;TestAll Geo;330,03;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;278,66;3,77;88,98;2,22;<LOD;3,52;42,2;2,01;4,82;0,66;17,99;3,2;<LOD;2,04;<LOD;5,45;<LOD;32,84;0,31;0,15;26;5,24;<LOD;34,46;<LOD;15;59,22;16,44;92,38;56,97;36746,68;197,61;230,22;33,07;83,39;7,44;132,84;6,16;3784,13;42,96;1,24;0,71;1844,91;33,95;4489,6;72,05;354,78;61,51;1031,53;30,11;73,76;9,89;476,21;18,49;63;7,48;<LOD;0,83;<LOD;7,46;<LOD;4,48;39,37;6,49;328,95;25,46;186,7;20,52;676621,69;2037,74;21,11;1,64;23,44;1,59;<LOD;41,27;<LOD;1,5;<LOD;1,5;<LOD;1,5;73273,21;978,09;993,28;64,52;187553,48;953,06;2916,76;38,12;<LOD;1313,65;;
272;04.10.2023 17:06;TestAll Geo;330,34;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;277,53;3,98;89,69;2,35;<LOD;3,68;40,63;2,09;<LOD;173,89;20,78;3,45;<LOD;2,26;<LOD;5,91;<LOD;35,26;0,24;0,16;22,89;5,56;<LOD;38,65;15,52;9,61;38,97;17,74;105,04;61,45;38203,83;212,99;217,92;34,78;84,03;6,56;133,67;6,39;3130,67;36,76;1,56;0,62;1553,8;29,18;3608,74;62,2;318,7;54,77;1011,34;33;70,44;10,88;502,43;20,62;71,71;8,34;<LOD;0,92;<LOD;8,16;<LOD;4,93;38,21;7,12;285,64;27,3;177,45;22,34;675824,19;2168,52;22,34;1,75;22,8;1,67;<LOD;42,41;<LOD;1,5;<LOD;1,5;<LOD;1,5;69308,52;1011,3;807,59;70,78;190578,88;1003,21;3457,82;43,97;<LOD;1459,3;;
273;04.10.2023 17:12;TestAll Geo;330,07;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;251,79;3,59;83,12;2,14;<LOD;3,47;41,44;1,98;5,3;0,67;15,61;3,09;<LOD;1,97;5,07;2,52;<LOD;32,18;<LOD;0,21;24,04;5,12;<LOD;33,69;<LOD;14,46;50,07;16,05;<LOD;84,6;36595,14;195,84;221,53;32,58;115,88;7,92;134,74;6,21;3937,42;44,71;1,1;0,72;1827,39;34,53;4568,02;73,85;316,77;62,18;927,58;28,58;41,65;9,41;467,32;17,81;60,06;7,2;<LOD;0,79;<LOD;7,17;<LOD;4,23;39,79;6,28;294,73;24,36;184,88;19,94;668248,75;2085,93;20,47;1,63;26,03;1,61;<LOD;41,7;<LOD;1,5;<LOD;1,5;<LOD;1,5;76880,51;1006,42;2175,75;73,8;191480,47;968,1;2900,26;37,99;<LOD;1348,32;;
274;04.10.2023 17:21;TestAll Geo;350,6;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;110,67;2,42;202,71;2,74;<LOD;4,32;161,62;2,83;5,04;0,62;28,81;3,03;<LOD;1,5;11,99;2,54;<LOD;26,06;0,33;0,13;162,06;7,06;<LOD;30,04;38,37;7,65;122,05;14,23;<LOD;84,79;43409,47;182,81;631,11;35,35;210,31;19,85;139,96;7,41;4645,55;47,36;;;27055,9;190,82;31433,34;249,55;709,2;168,4;681,89;31,12;;;;;;;;;<LOD;6,79;<LOD;4,03;;;254,49;22,74;152,13;18,63;499958,38;3052,97;16,91;1,39;23,32;1,6;<LOD;41,21;<LOD;1,5;<LOD;1,5;<LOD;1,5;179835,66;1888,21;1783,84;78,01;199063,39;949,59;6961,05;61,43;<LOD;1784,71;;
275;05.10.2023 09:33;TestAll Geo;301,5;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;<LOD;223487,94;<LOD;1788,98;<LOD;300000;<LOD;78683,35;<LOD;964989,63;<LOD;96029,32;<LOD;12967,67;<LOD;69293,91;<LOD;39467,26;<LOD;300000;<LOD;2098,61;<LOD;300000;<LOD;53226,72;<LOD;3188,83;<LOD;2133,9;<LOD;5272,66;<LOD;6154,98;<LOD;14836,71;<LOD;9639,61;<LOD;65663,86;;;;;;;;;;;;;;;;;;;<LOD;77119,75;<LOD;16205,05;;;;;;;<LOD;1,5;<LOD;70221,14;<LOD;16798,92;<LOD;729697,25;<LOD;1,5;<LOD;1,5;<LOD;1,5;;;;;;;;;;;;
276;05.10.2023 09:40;TestAll Geo;330,38;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;134,62;12,95;230,06;14,17;108,03;21,01;171,91;16,52;28,61;5,29;105,77;23,33;20,13;10,27;<LOD;41,32;54,85;26,89;1,75;0,94;221,26;39,29;<LOD;180,82;96;42,94;207,4;75,5;<LOD;399,31;37317,98;824,21;872,44;191,46;218,4;11,98;134,51;7,85;4153,06;59,99;24,23;2,78;21327,42;139,22;29142,56;217,09;649,57;119,1;666,11;25,74;36,8;8,91;459,17;16,85;63,25;6,87;<LOD;0,76;<LOD;6,73;<LOD;3,88;38,92;5,94;264,8;23,24;159,96;18,72;558746,13;8712,05;57,5;9,53;63,63;10,48;<LOD;336,93;<LOD;1,5;<LOD;1,5;<LOD;1,5;148978,89;3813,41;1389;77,93;178181,02;3129,08;6646,89;149,44;<LOD;1679,11;;
277;05.10.2023 09:45;TestAll Geo;330,46;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;108,32;2,73;198;3,08;<LOD;4,82;158,02;3,22;5,7;0,72;28,27;3,44;<LOD;1,96;11,57;2,87;<LOD;31,3;0,45;0,15;145,44;7,73;<LOD;34,66;<LOD;13,95;137,57;16,45;<LOD;98,27;42647,37;205,83;618,12;39,73;207,56;11,87;142,07;7,47;4623,28;48,72;25,46;2,78;21348,62;138,84;29439,99;217,31;536,01;116,05;666,04;25,76;41,93;8,95;470,13;16,96;67,96;6,92;<LOD;0,76;<LOD;6,9;<LOD;3,99;40,96;5,98;269,64;23,17;165,21;18,98;539354,81;2987,92;14,4;1,57;24,85;1,86;<LOD;47,64;<LOD;1,5;<LOD;1,5;<LOD;1,5;158019,86;1716,71;1398,88;73,73;182789,67;913,98;6823,72;60,28;<LOD;1705,65;;
278;05.10.2023 09:51;TestAll Geo;330,14;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;107,16;2,71;196,62;3,05;<LOD;4,8;156,83;3,19;5,34;0,71;26,52;3,36;<LOD;1,91;12,5;2,84;<LOD;30,73;0,37;0,15;147,33;7,73;<LOD;34,51;32,91;8,58;124,3;16,24;<LOD;98,08;42398,13;204,44;640,47;40,01;203,86;11,51;134,35;7,21;4588,98;47,43;25,92;2,73;21563,35;135,97;29547,46;212,23;703,49;117,23;690,53;25,97;43,84;8,98;486,89;17,14;62,38;6,89;<LOD;0,76;<LOD;6,88;<LOD;4,06;44,92;6,08;264,37;23,13;161,36;18,95;533740,19;3045,24;16,33;1,59;24,89;1,84;<LOD;46,83;<LOD;1,5;<LOD;1,5;<LOD;1,5;161616,8;1758,21;1486,45;75,45;184774,23;921,63;6896,93;61,14;<LOD;1744,42;;
279;05.10.2023 09:57;TestAll Geo;330,52;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;108,17;2,8;200,84;3,17;<LOD;4,96;157,02;3,28;5,47;0,73;27,63;3,49;<LOD;1,99;11,24;2,92;<LOD;32,94;0,44;0,15;143,45;7,89;<LOD;35,73;31,13;8,77;119,7;16,54;<LOD;100,69;42951,37;211,26;617,21;40,78;214,02;11,81;138,62;7,39;4651,69;48,76;26,42;2,77;21482,32;138,11;29651,34;216,22;685,72;118,91;638,01;25,36;30,41;8,8;463,07;16,73;59,04;6,77;<LOD;0,75;<LOD;6,93;<LOD;4,09;46,89;6,04;275,89;23,26;180,86;19,17;526494,44;3099,08;15,7;1,62;25,82;1,91;<LOD;48,21;<LOD;1,5;<LOD;1,5;<LOD;1,5;165462,97;1789,14;1473,76;75,33;187442,86;935,82;6934,17;61,49;<LOD;1730,8;;
280;05.10.2023 10:02;TestAll Geo;330,24;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;108,42;2,78;200,91;3,15;<LOD;4,99;158,88;3,27;5,05;0,72;24,67;3,38;<LOD;1,97;13,84;2,89;<LOD;31,59;0,41;0,15;150,27;7,94;<LOD;35,22;30,17;8,69;125,86;16,6;<LOD;100,64;42735,82;209,24;654,36;41,08;219,48;11,83;133,96;7,36;4661,57;48,7;28,16;2,79;21600,71;138,42;29566,78;215,95;573,04;116,18;628,96;25,29;32,31;8,81;471,47;16,79;59,01;6,76;<LOD;0,75;<LOD;6,95;<LOD;4,1;47,24;6,05;272,34;23,28;165;19,05;523503,19;3117,64;16,37;1,61;25,91;1,9;<LOD;47,16;<LOD;1,5;<LOD;1,5;<LOD;1,5;166887,52;1799,21;1496,8;75,61;189127,73;935,57;6995,88;61,72;<LOD;1755,2;;
281;05.10.2023 10:08;TestAll Geo;330,48;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;108,33;2,73;197,09;3,07;<LOD;4,87;159,95;3,23;4,6;0,69;29,65;3,45;<LOD;1,92;11,87;2,9;<LOD;31,01;0,4;0,15;141,03;7,65;<LOD;34,81;34,68;8,65;131,51;16,39;<LOD;98,62;42556,46;205,52;656,59;40,46;223,82;11,87;132,64;7,32;4651,37;48,42;25,33;2,77;21644,66;138,56;29698,74;216,38;541,28;115,47;631,94;25,29;36,55;8,82;459,46;16,68;55,26;6,73;<LOD;0,75;<LOD;7,02;<LOD;4,13;41,37;5,93;273,95;23,22;173,01;19,06;519868,97;3074,75;15,89;1,58;24,72;1,86;<LOD;45,95;<LOD;1,5;<LOD;1,5;<LOD;1,5;169628,94;1796,6;1514,81;74,82;190147,27;938,58;6949,9;60,78;<LOD;1719,87;;
282;05.10.2023 10:14;TestAll Geo;330,22;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;105,42;2,76;199,2;3,14;<LOD;4,98;158,4;3,28;5,48;0,73;23,93;3,37;<LOD;1,99;13,28;2,87;<LOD;32,19;0,29;0,15;151,98;7,98;<LOD;35,34;33,11;8,75;117,47;16,48;<LOD;100,54;42652,81;209,23;636;40,83;218,91;11,98;135,43;7,46;4682,97;49,27;25,16;2,82;21897,97;140,78;29880,48;219,29;669,06;120,02;647,45;25,39;29,29;8,79;452,63;16,63;62,91;6,8;<LOD;0,75;<LOD;6,95;<LOD;4,14;37,57;5,85;272,09;23,13;188,15;19,17;515883,75;3169,06;17,44;1,63;25,63;1,89;<LOD;47,83;<LOD;1,5;<LOD;1,5;<LOD;1,5;171620,58;1834,5;1507,39;75,6;191342,73;941,61;6981,55;61,71;<LOD;1767,27;;
283;05.10.2023 10:19;TestAll Geo;330,39;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;109,64;2,73;198,09;3,07;<LOD;4,89;158,64;3,21;5,09;0,7;27,45;3,39;<LOD;1,92;13,58;2,89;<LOD;31,33;0,3;0,15;141,81;7,65;<LOD;34,45;36,3;8,64;110,83;16,05;<LOD;98,59;42769,93;205,57;657,56;40,43;220,45;12,02;138,45;7,45;4639,47;48,83;24,16;2,82;21949,61;141,36;30035,35;220,45;483,3;115,87;629,57;25,33;38,76;8,85;456,76;16,7;67,66;6,86;<LOD;0,76;<LOD;6,98;<LOD;3,96;40,91;5,93;292,33;23,34;188,69;19,17;513859,09;3137,96;16,54;1,59;26,35;1,87;<LOD;46,72;<LOD;1,5;<LOD;1,5;<LOD;1,5;172743,28;1828,24;1562,24;75,8;192030,92;933,19;7006,04;61,4;<LOD;1741,11;;
284;05.10.2023 10:25;TestAll Geo;330,18;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;107,5;2,72;200,27;3,08;<LOD;4,84;157,3;3,2;5,42;0,71;26,44;3,36;<LOD;1,91;13,69;2,87;<LOD;30,22;0,48;0,15;149,82;7,79;<LOD;35,21;35,56;8,66;139,78;16,39;<LOD;97,95;42912,39;205,54;652,99;40,25;223,37;11,95;137,98;7,4;4666,3;48,73;24,84;2,8;21871,41;140,1;29877,56;218,33;704,74;120,32;681,23;25,94;45,9;9;490,42;17,18;66,67;6,94;<LOD;0,77;<LOD;7,01;<LOD;4,11;45,17;6,09;269,92;23,34;170,01;19,17;511337,34;3164,87;16,26;1,59;24,37;1,84;<LOD;47,04;<LOD;1,5;<LOD;1,5;<LOD;1,5;174469,89;1844,07;1522,71;75,71;193061,58;936,35;7000,9;61,48;<LOD;1761,48;;
285;05.10.2023 10:31;TestAll Geo;330,56;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;105,23;2,78;199,18;3,16;<LOD;5,03;156,6;3,29;5,77;0,74;27,95;3,51;<LOD;2,04;10,69;2,92;<LOD;32,23;0,46;0,15;149,9;7,99;<LOD;34,78;38,03;8,92;125,19;16,7;<LOD;101,35;42615,48;210,87;627,49;40,99;216,49;11,84;135,31;7,33;4626,82;48,5;27,65;2,8;21771,45;139,11;29962,05;217,48;708,44;119,83;627,24;25,13;33,14;8,75;458,15;16,58;52,54;6,65;<LOD;0,74;<LOD;6,86;<LOD;4,04;39,81;5,86;305,67;23,44;171,9;18,95;509595,44;3180,73;16,36;1,63;27,06;1,93;<LOD;48,58;<LOD;1,5;<LOD;1,5;<LOD;1,5;175292,11;1844,57;1551,2;75,19;194474,58;947,25;7022,86;61,52;<LOD;1727,58;;
286;05.10.2023 10:37;TestAll Geo;330,12;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;109,2;2,73;198,74;3,08;<LOD;4,88;159,9;3,22;4,61;0,69;27,05;3,38;<LOD;1,89;11,95;2,85;<LOD;31,25;0,48;0,15;149,35;7,79;<LOD;34,56;31,57;8,56;122,22;16,23;<LOD;98,61;42662,45;205,59;668,33;40,62;214,67;12,01;140,67;7,51;4716,39;49,37;24,76;2,83;21972,44;141,77;30099,97;221,19;649,02;120,33;630,53;25,27;28,17;8,77;450,05;16,6;56,95;6,73;<LOD;0,75;<LOD;6,95;<LOD;4,07;37,45;5,84;293,81;23,35;177,52;19,04;506077,88;3185,84;16,82;1,59;26,04;1,87;<LOD;46,21;<LOD;1,5;<LOD;1,5;<LOD;1,5;177184,14;1861,97;1513,26;75,68;195437,03;941,06;7074,98;61,86;<LOD;1752,66;;
287;05.10.2023 10:42;TestAll Geo;330,1;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;108,67;2,75;198,35;3,09;5,4;3,33;160,8;3,25;4,99;0,71;28,1;3,43;<LOD;1,89;13,25;2,91;<LOD;31,27;0,39;0,15;141,08;7,68;<LOD;34,76;25,91;8,51;140,33;16,54;<LOD;98,9;42759,01;207,05;666,52;40,84;212,14;11,92;137,23;7,44;4680,97;48,95;28,44;2,83;21854,13;140,43;29987,87;219,26;583,17;117,82;642,2;25,26;29,09;8,75;470,84;16,71;53,51;6,69;<LOD;0,75;<LOD;7,05;<LOD;4,09;42,16;5,92;260,39;23,18;178,9;19,23;504103,84;3224,16;16,11;1,59;24,02;1,86;<LOD;46,77;<LOD;1,5;<LOD;1,5;<LOD;1,5;178966,84;1890,36;1570,5;77,09;195929,56;950,59;7099,67;62,56;<LOD;1764,1;;
288;05.10.2023 10:50;TestAll Geo;330,56;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;334,33;3,74;44,57;1,55;<LOD;3,18;37,28;1,79;5,44;0,63;15,34;2,86;<LOD;1,53;9,89;2,43;<LOD;27,52;0,39;0,14;32,9;4,86;<LOD;29,31;<LOD;12,59;<LOD;25,72;<LOD;88,06;32602,84;172,89;251,12;30,76;217,24;11,77;111,13;6,4;7614,96;55,36;2,62;0,93;1517,04;38,78;7447,29;103,76;383,79;84,48;373,76;20,1;<LOD;10,84;404,66;13,7;40,33;5,54;<LOD;0,61;<LOD;5,74;<LOD;3,23;32,43;4,83;271,69;19,49;177,1;16,04;581116,38;2283,18;25,6;1,57;21,67;1,44;<LOD;38,11;<LOD;1,5;<LOD;1,5;<LOD;1,5;116413,48;1190,18;5848,56;89,21;238432,38;1015,58;2186,46;30,31;<LOD;1208,33;;
289;05.10.2023 10:58;TestAll Geo;330,38;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;336,02;3,85;44,32;1,59;<LOD;3,3;43,84;1,93;5,38;0,65;13,97;2,91;<LOD;1,64;8,55;2,44;<LOD;28,71;0,31;0,14;41,29;5,26;<LOD;30,76;32,56;8,01;<LOD;27,09;<LOD;91,45;34359,43;182,13;284,68;32,43;211,7;11,64;123,11;6,71;7371,84;55,89;1,54;0,94;1735,58;42,82;8227,86;113,15;395,31;85,68;497,37;21,3;17,63;7,56;419,57;14,2;44,08;5,74;<LOD;0,64;<LOD;5,96;<LOD;3,4;35,04;5,02;338,99;20,98;210,19;17,05;582688,44;2322,73;23,01;1,6;26,83;1,57;<LOD;40,2;<LOD;1,5;<LOD;1,5;<LOD;1,5;115883,96;1205,94;5280,54;86,67;235650,44;1036,75;1849,07;29,01;<LOD;1240,93;;
290;05.10.2023 11:14;TestAll Geo;330,36;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;308,45;3,63;40,9;1,51;<LOD;3,23;41,46;1,86;5,13;0,62;14,52;2,86;<LOD;1,56;6,47;2,35;<LOD;28,28;<LOD;0,2;33,69;4,9;<LOD;29,39;43,99;8,01;<LOD;26,54;<LOD;87,93;31750,08;171,63;292,68;31,5;200,36;11,76;110,31;6,48;7446,39;55,46;2,47;0,96;1686,81;41,27;7723,15;107,6;374,75;85,71;402,47;20,24;<LOD;10,96;415,37;13,77;40,08;5,54;<LOD;0,61;<LOD;5,73;<LOD;3,21;39,57;4,96;288,32;19,84;190,59;16,33;579531,5;2283,58;24,91;1,57;19,78;1,44;<LOD;38,06;<LOD;1,5;<LOD;1,5;<LOD;1,5;118149,84;1184,87;5504,28;85,31;239423,59;1019,32;1770,4;27,49;<LOD;1193,31;;
291;05.10.2023 11:23;TestAll Geo;330,49;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;246,77;3,69;390,28;4,18;<LOD;3,82;43,4;1,99;5,06;0,65;18,83;3,09;<LOD;1,72;5,24;2,48;<LOD;29,06;0,36;0,14;34,28;4,89;<LOD;31,6;<LOD;13,28;99,4;14,99;<LOD;76,61;19532,66;137,63;310,34;31,7;53,81;8,82;166,2;5,47;4806,48;39,74;3,71;1,59;11644,43;80,43;11018,12;109,11;293,39;70,58;1702,62;27,06;48,62;7,85;463,89;14,74;51,82;5,89;<LOD;0,66;<LOD;6,05;<LOD;3,39;38,33;5,17;315,02;21,47;195,88;17,53;591833,63;2262,83;18,89;1,56;26,87;1,59;<LOD;40,06;<LOD;1,5;<LOD;1,5;<LOD;1,5;107988,16;1136,4;924,23;52,21;241393,83;1071,59;1865,2;28,56;<LOD;1178,77;;
292;05.10.2023 11:40;TestAll Geo;330,6;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;262,19;3,86;402,04;4,34;<LOD;3,88;41,32;2,01;5,01;0,67;16,48;3,1;<LOD;1,79;5,01;2,49;<LOD;30,81;0,44;0,15;32,69;5;<LOD;33,69;<LOD;13,67;120,41;15,67;<LOD;77,61;19100,6;139,36;306,46;32,5;60,92;9,09;167,18;5,58;4699,17;40,3;4,43;1,63;11394,11;82,02;10422,19;109,9;256,54;71,29;2083,22;29,46;125,61;8,44;527,81;15,71;78,21;6,33;<LOD;0,7;<LOD;6,12;<LOD;3,44;46,66;5,51;382,91;22,38;223,92;18,02;574524,81;2362,66;18,25;1,58;23,82;1,58;<LOD;40,17;<LOD;1,5;<LOD;1,5;<LOD;1,5;113564,2;1182,83;707,66;50,07;254498,25;1116,78;1872,35;28,63;<LOD;1195,18;;
293;05.10.2023 11:50;TestAll Geo;330,46;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;251,16;3,75;420,86;4,35;<LOD;3,95;49,32;2,05;4,92;0,65;18,1;3,09;<LOD;1,8;5,64;2,5;<LOD;30,02;0,34;0,14;39,54;5,14;<LOD;31,98;<LOD;14,05;<LOD;28,36;<LOD;81,34;23890,83;152,41;360,2;33,07;73,21;8,23;208,27;6,27;5339,74;44,24;<LOD;2,33;12206,1;79,51;9895,76;101,36;327,71;68,01;1926,12;31,56;51,42;8,91;485,83;16,85;57,22;6,74;<LOD;0,75;<LOD;6,75;<LOD;3,78;40,84;5,91;260,76;22,64;182,11;18,8;608261,5;2294,68;21,48;1,59;28,61;1,62;<LOD;40,41;<LOD;1,5;<LOD;1,5;<LOD;1,5;97285,06;1139,87;974,48;60,68;225822,59;1013,1;2386,81;34,54;<LOD;1348,65;;
294;05.10.2023 11:57;TestAll Geo;330,5;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;326,76;3,7;51,45;1,64;<LOD;3,12;35,27;1,74;4,11;0,59;17,44;2,91;<LOD;1,59;4,13;2,35;<LOD;28,31;<LOD;0,2;30,29;4,77;<LOD;29,52;34,22;7,98;<LOD;25,85;<LOD;84,79;28668,88;162,14;170,33;28,12;152,24;9,26;107,32;6,46;7400,62;54,86;<LOD;1,06;1225,44;33,43;6197,4;88,42;414,35;71,15;327,72;22,37;<LOD;11,89;392,41;15,32;37,21;6,23;<LOD;0,69;<LOD;6,31;<LOD;3,62;40,68;5,61;177,96;19,89;123;16,6;589276,38;2300,96;22,74;1,53;23,35;1,45;<LOD;36,33;<LOD;1,5;<LOD;1,5;<LOD;1,5;101103,84;1140,97;3418,36;79,34;251851,73;1047,09;2408,45;34,03;<LOD;1311,29;;
295;05.10.2023 12:12;TestAll Geo;330,08;ppm;Final;;;;;;;Juan-Marco Puerta Schardt;;;;;;<LOD;1,5;312,18;5,37;48;1,97;<LOD;300000;30,92;2,06;<LOD;186,12;10,13;3,65;<LOD;2,51;<LOD;6,53;<LOD;39,39;<LOD;300000;<LOD;9,95;<LOD;300000;<LOD;18,64;<LOD;36,41;<LOD;97,73;29224,75;249,16;<LOD;72,36;57,72;4,67;96,05;6,18;3304,62;28,45;<LOD;0,54;666,06;17,43;2949,34;47,39;310,13;41,83;463,65;30,81;<LOD;16,36;414,21;20,69;47,65;8,44;<LOD;0,93;<LOD;9,12;<LOD;5,46;36,56;7,4;272,49;28,89;160,73;23,54;619114,94;2697,57;18,45;1,8;21,27;1,7;<LOD;44,57;<LOD;1,5;<LOD;1,5;<LOD;1,5;94758,2;1309,71;2675,18;99,61;230951,5;1233,13;4469,48;54,98;<LOD;1682,58;;
